"","aspect","depth","site","grid","grid_unique","rubble_count_start","rubble_count_end","side","date","month","weeks","Notes.on.state.of.grid","total_binds","total_binds_per_100_pieces","total_binds_per_50_pieces","total_binds_per_piece","total_binds_no_turf","total_binds_no_turf_per_50_pieces","total_binds_no_turf_bind_width","cyano_mat","cyano_mat_st","Cyanobacterial.mat.notes","Cyanobacteria.average.bind.length","cyano_mat_bind_width","Cyano_Sponge_Ball.Added.to_cyano","Notes","turf_algae","turf_algae_st","turf_algae_bind_width","Green.turf.algae","Green.turf.algae.notes","Green_turf_Average.bind.length","Green_turf_Average.bind.length_mm","unbroken","CCA.Notes","unbroken_cca_bind_width","unbroken_bind_width_mm","Broken.CCA","Broken.CCA.Average.length","cca","cca_st","cca_bind_width","cca_minus_HBU","cca_minus_HBU_st","cca_minus_HBU_width","HBU","HBU_st","HBU_bind_width","CCA.white","CCA.white.notes","Average.bind.length","Red.turf.algae","Red.turf.algae.notes","Red.algae.Average.bind.length","Red.algae.Average.bind.length_mm","Red.turf.and.Dictyota.combo","X","Green.algae..think.it.s.the.same.as.the.red.algae...just.colour.variations.","Average.bind.length.1","macroalgae_total_incl_peyson","macroalgae_total_incl_peyson_st","macroalgae_total_incl_peyson_bind_width_mm","macroalgae_total_excl_peyson","macroalgae_total_excl_peyson_st","macroalgae_total_excl_peyson_bind_width_mm","dictyota","dictyota_st","Dictyota.notes","Dictyota.Average.bind.length","dictyota_bind_width_mm","tydemania","tydemania_st","Fluffy.green.ball.algae.Average.bind.length","tydemania_bind_width_mm","Fluffy.ball.notes","padina","padina_st","Padina.notes","Average.bind.length.2","padina_bind_width_mm","halimeda","halimeda_st","Halimeda.Average.bind.length","halimeda_bind_width_mm","Halimeda.notes","lobophora","lobophora_st","Lobophora.notes","Lobophora.Average.bind.length","lobophora_bind_width_mm","peysonnalia","peysonnalia_st","Peysonnalia.notes","Peysonnalia.Average.bind.length","peysonallia_bind_width_mm","macroalgae_misc","macroalgae_misc_st","Macroalgae.other.notes","Macroalgae.other.Average.bind.length","macroalgae_misc_bind_width_mm","caulerpa","caulerpa_st","Disc.macroalgae.other.notes","Disc.macroalgae.other.Average.bind.length","caulerpa_bind_width_mm","turbinaria","turbinaria_st","Turbinaria.notes","Average.length.turbinaria","turbinaria_bind_width_mm","ventricaria","ventricaria_st","Sailors.eyeball.notes","Sailors.eyeball.avg.length","ventricaria_bind_width_mm","sponge_encrust","sponge_encrust_st","Encrusting.sponge.notes","Sponge.Average.bind.length","sponge_encrust_bind_width_mm","ascidian_colonial","ascidian_colonial_st","Colonial.ascidian.notes","Colonial.ascidian.Average.bind.length","ascidian_colonial_bind_width_mm","ascidian_tunicate","ascidian_tunicate_st","Tunicate.Average.bind.length","ascidian_tunicate_bind_width_mm","ascidian_comb","ascidian_comb_bind_width","ascidian_comb_st","bryozoan_encrust","bryozoan_encrust_st","Encrusting.bryozoan.notes..some.are.broken.but.will.include.because.if.I.hadn.t.jigged.them..they.wouldn.t.have.broken.","Encrusting.bryozoan.Average.bind.length","bryozoan_encrust_bind_width_mm","bryozoan_stalked","bryozoan_stalked_st","bryozoan_stalked_bind_width_mm","Non.encrusting.bryozoan.notes","bryozoan_comb","bryozoan_comb_bind_width","bryozoan_comb_st","anemone","anemone_st","Anemone.notes","Anemone.average.bind.length","anemone_bind_width_mm","coral","coral_st","Coral.notes","Coral.average.bind.length","coral_bind_width_mm","Non.binding.corals","Non.binding.corals.notes","Average.Non.binding.coral.length..cm.","other_incl_HBU_serpulid","other_incl_HBU_serpulid_st","other_incl_HBU_serpulid_bind_width","other_incl_HBU_excl_serp","other_incl_HBU_excl_serp_st","other_incl_HBU_excl_serp_bind_width","other_incl_serpulid","other_incl_serpulid_st","Other.notes","Other.Average.bind.length","other_incl_serpulid_bind_width_mm","other_excl_serpulid","other_excl_serpulid_st","other_excl_serpulid_bind_width_mm","serpulid","serpulid_st","serpulid_bind_width_mm","Suspect.CCA...hard.bound.but.cannot.see.specific.CCA.bind","Notes.1","ruined","aspect_depth","cyano_mat_pp","turf_algae_pp","cca_minus_HBU_pp","macroalgae_total_excl_peyson_pp","macroalgae_total_incl_peyson_pp","peysonnalia_pp","sponge_encrust_pp","ascidian_comb_pp","bryozoan_comb_pp","anemone_pp","coral_pp","other_incl_HBU_excl_serp_pp","serpulid_pp","other_incl_HBU_serpulid_pp","cyano_mat_st_prop","turf_algae_st_prop","cca_minus_HBU_st_prop","macroalgae_total_excl_peyson_st_prop","peysonnalia_st_prop","sponge_encrust_st_prop","ascidian_comb_st_prop","bryozoan_comb_st_prop","anemone_st_prop","coral_st_prop","other_incl_HBU_excl_serp_st_prop","serpulid_st_prop"
"11","W","2-3m","2",2,22,56,47,"Underside","29/04/2018","6",24,"",38,67.85714286,33.92857143,0.678571429,31,27.67857143,55.35714286,0,0,"","not_measured",NA,0,"",7,6.25,"not_measured",0,"","not_measured","not_measured",2,"","not_measured",NA,"",NA,2,1.785714286,"not_measured",2,1.785714286,"not_measured",0,0,NA,0,"","not_measured",7,"","not_measured",NA,"",NA,0,"not_measured",2,1.785714286,"not_measured",1,0.892857143,"not_measured",0,0,"","not_measured",NA,1,0.892857143,"not_measured","not_measured","",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,1,0.892857143,"","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,19,16.96428571,"Was previously 22 but 3 green 'sponges' which are actually asicidians","not_measured","not_measured",5,4.464285714,"Was previously 2 but there are 3 green 'sponges' which are actually asicidians. And there are 2 white ascidians","not_measured","not_measured",0,0,"",NA,5,"not_measured",4.464285714,3,2.678571429,"","not_measured","not_measured",0,0,NA,"",3,"not_measured",2.678571429,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Exp_Shal",0,0.125,0.0357142857142857,0.0178571428571429,0.0357142857142857,0.0178571428571429,0.339285714285714,0.0892857142857143,0.0535714285714286,0,0,0,0,0,0,0.184210526308033,0.0526315789535734,0.0263157894767867,0.0263157894767867,0.499999999852632,0.13157894735446,0.0789473684303601,0,0,0,0
"12","W","6-7m","3",1,29,48,48,"Underside","7/5/18","6",24,"",69,143.75,71.875,1.4375,68,70.83333333,141.6666667,0,0,"","not_measured",NA,0,"",1,1.041666667,"not_measured",0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",1,"","not_measured",NA,"",NA,0,"not_measured",2,2.083333333,"not_measured",2,2.083333333,"not_measured",2,2.083333333,"","not_measured","not_measured",0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,30,31.25,"Includes 5 dark orange which Jez and Kenny think sponge also
Was previously 42 but I changed 12 lime green 'sponges' to ascidians - I think that's the correct definition","not_measured","not_measured",30,31.25,"Was previously 18 but I changed 12 lime green 'sponges' to ascidians - I think that's the correct definition","not_measured","not_measured",1,1.041666667,"","not_measured",31,"not_measured",32.29166667,5,5.208333333,"","not_measured","not_measured",0,0,NA,"",5,"not_measured",5.208333333,0,0,"","not_measured",NA,0,0,"","not_measured",NA,1,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"1 coral 0.7cm but not binding","no","Exp_Deep",0,0.0208333333333333,0,0.0416666666666667,0.0416666666666667,0,0.625,0.645833333333333,0.104166666666667,0,0,0,0,0,0,0.0144927536278261,0,0.0289855072417391,0,0.434782608695652,0.449275362365217,0.0724637681113043,0,0,0,0
"13","W","6-7m","3",2,30,49,48,"Underside","7/5/18","6",24,"",58,118.3673469,59.18367347,1.183673469,58,59.18367347,118.3673469,0,0,"","not_measured",NA,0,"",0,0,NA,0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",0,"","not_measured",NA,"",NA,0,"not_measured",4,4.081632653,"not_measured",2,2.040816327,"not_measured",2,2.040816327,"","not_measured","not_measured",0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,2,2.040816327,"","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,36,36.73469388,"There was also 1 black spiky thing but I'm putting it in unknown","not_measured","not_measured",13,13.26530612,"13 (include 3 gooey see-through, 4 purple, 1 other purple, 4 white ascidian?)","not_measured","not_measured",0,0,"",NA,13,"not_measured",13.26530612,5,5.102040816,"Added 1 black spiky from unknown","not_measured","not_measured",0,0,NA,"",5,"not_measured",5.102040816,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"Black spiky thing moved to bryozoan encrust","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Exp_Deep",0,0,0,0.0408163265306122,0.0816326530612245,0.0408163265306122,0.73469387755102,0.26530612244898,0.102040816326531,0,0,0,0,0,0,0,0,0.034482758628264,0.034482758628264,0.620689655207372,0.224137930990785,0.0862068965453151,0,0,0,0
"14","SE","2-3m","2",2,10,46,42,"Underside","6/5/18","6",24,"",75,163.0434783,81.52173913,1.630434783,66,71.73913043,143.4782609,0,0,"","not_measured",NA,0,"",9,9.782608696,"not_measured",0,"","not_measured","not_measured",5,"","not_measured",NA,"",NA,5,5.434782609,"not_measured",5,5.434782609,"not_measured",0,0,NA,0,"","not_measured",9,"","not_measured",NA,"",NA,0,"not_measured",4,4.347826087,"not_measured",0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,4,4.347826087,"","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,29,31.52173913,"Was 30 but 1 is green ascidian, moved out of sponges. Includes 3 white, 1 black, 1 yellow, 3 gooey yellow, 4 gooey mustard, 17 not described)","not_measured","not_measured",13,14.13043478,"13 (include 2 gooey clear, 2 gooey orange, 1 gooey brown, 1 green and white, 3 pink, 4 white)","not_measured","not_measured",0,0,"",NA,13,"not_measured",14.13043478,15,16.30434783,"","not_measured","not_measured",0,0,NA,"",15,"not_measured",16.30434783,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,2,2.173913043,"not_measured",NA,"3 (Cosci?) not binding 1.5; 0.0; 1cm. 1 Poci 1.3cm","no","Shelt_Shal",0,0.195652173913043,0.108695652173913,0,0.0869565217391304,0.0869565217391304,0.630434782608696,0.282608695652174,0.326086956521739,0,0,0,0.0434782608695652,0,0,0.120000000004907,0.0666666666707556,0,0.0533333333341511,0.386666666663396,0.173333333302258,0.200000000049067,0,0,0,0.0266666666609422
"15","W","6-7m","2",1,27,57,49,"Underside","5/5/18","6",24,"",71,124.5614035,62.28070175,1.245614035,69,60.52631579,121.0526316,2,1.754385965,"","not_measured","not_measured",0,"",2,1.754385965,"not_measured",0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",2,"","not_measured",NA,"",NA,0,"not_measured",5,4.385964912,"not_measured",4,3.50877193,"not_measured",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,1,0.877192982,"","not_measured","not_measured",4,3.50877193,"fluffy green algae","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,28,24.56140351,"Includes 5 gooey white as per set 2","not_measured","not_measured",21,18.42105263,"21 (includes 4 purple thought were sponge before, 2 white, 2 pink, 2 ascidian unsure, 4 yellow, 2 not sure, 5 purple see through ascidian thing)","not_measured","not_measured",0,0,"",NA,21,"not_measured",18.42105263,11,9.649122807,"","not_measured","not_measured",1,0.877192982,"not_measured","1 (previously thought it was a calcareous algae). Add to 'other' because only one record",12,"not_measured",10.52631579,0,0,"","not_measured",NA,0,0,"","not_measured",NA,1,"","not_measured",1,0.877192982,"not_measured",0,0,NA,1,0.877192982,"Erect bryozoan","not_measured","not_measured",0,0,NA,0,0,NA,NA,"There is a coral 0.7cm but not binding","no","Exp_Deep",0.0350877192982456,0.0350877192982456,0,0.0701754385964912,0.087719298245614,0.0175438596491228,0.491228070175439,0.368421052631579,0.210526315789474,0,0,0,0,0.0175438596491228,0.0281690140878992,0.0281690140878992,0,0.0563380281757985,0.0140845070359214,0.394366197230589,0.295774647882801,0.169014084527395,0,0,0,0
"16","W","6-7m","2",2,28,56,51,"Underside","5/5/18","6",24,"",57,101.7857143,50.89285714,1.017857143,56,50,100,8,7.142857143,"","not_measured","not_measured",0,"",1,0.892857143,"not_measured",0,"","not_measured","not_measured",1,"","not_measured",NA,"",NA,1,0.892857143,"not_measured",1,0.892857143,"not_measured",0,0,NA,0,"","not_measured",1,"","not_measured",NA,"",NA,0,"not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,20,17.85714286,"Includes 1 green, 2 gooey yellow, 3 orange, 2 pale white, and others)","not_measured","not_measured",25,22.32142857,"25 (includes 19 gooey white ascidian, 3 pink, 1 other and includes 2 white ascidian I previously thought was a sponge)","not_measured","not_measured",0,0,"",NA,25,"not_measured",22.32142857,2,1.785714286,"","not_measured","not_measured",0,0,NA,"",2,"not_measured",1.785714286,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Exp_Deep",0.142857142857143,0.0178571428571429,0.0178571428571429,0,0,0,0.357142857142857,0.446428571428571,0.0357142857142857,0,0,0,0,0,0.140350877203669,0.0175438596529147,0.0175438596529147,0,0,0.350877193058295,0.438596491224623,0.0350877193058295,0,0,0,0
"17","Lagoon","2-3m","3",1,5,53,45,"Underside","4/5/18","6",24,"",21,39.62264151,19.81132075,0.396226415,14,13.20754717,26.41509434,2,1.886792453,"","not_measured","not_measured",0,"",7,6.603773585,"not_measured",1,"","not_measured","not_measured",2,"","not_measured",NA,"",NA,2,1.886792453,"not_measured",2,1.886792453,"not_measured",0,0,NA,0,"","not_measured",6,"","not_measured",NA,"",NA,0,"not_measured",1,0.943396226,"not_measured",0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,1,0.943396226,"","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,1,0.943396226,"","not_measured","not_measured",4,3.773584906,"4 (2 are the green ones unique to the lagoon)","not_measured","not_measured",0,0,"",NA,4,"not_measured",3.773584906,4,3.773584906,"4 (includes 1 unsure, yes it's a bryo)","not_measured","not_measured",0,0,NA,"",4,"not_measured",3.773584906,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Shelt_RF",0.0377358490566038,0.132075471698113,0.0377358490566038,0,0.0188679245283019,0.0188679245283019,0.0188679245283019,0.0754716981132075,0.0754716981132075,0,0,0,0,0,0.0952380952693424,0.33333333341746,0.0952380952693424,0,0.0476190476094331,0.0476190476094331,0.190476190538685,0.190476190538685,0,0,0,0
"18","Lagoon","2-3m","3",2,6,41,39,"Underside","4/5/18","6",24,"",39,95.12195122,47.56097561,0.951219512,39,47.56097561,95.12195122,1,1.219512195,"Inlcudes 1 cyano sponge ball","not_measured","not_measured",1,"Looks similar to one I saw on Heron that was a ball and was a sponge, but these ones in Maldives aren't a perfet sphere and couldn't see spicules from what I remember. Porbabily should combine with cyanobacteria",0,0,NA,0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",0,"","not_measured",NA,"",NA,0,"not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,3,3.658536585,"Previously 4 because incuded one grey sponge? Or is it a cyano mat?)","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"",NA,0,NA,0,4,4.87804878,"","not_measured","not_measured",0,0,NA,"",4,"not_measured",4.87804878,30,36.58536585,"","not_measured","not_measured",0,0,"","not_measured",NA,NA,"","not_measured",1,1.219512195,"not_measured",0,0,NA,1,1.219512195,"Serpulid","not_measured","not_measured",0,0,NA,1,1.219512195,"not_measured",NA,"","no","Shelt_RF",0.024390243902439,0,0,0,0,0,0.0731707317073171,0,0.0975609756097561,0.731707317073171,0,0,0.024390243902439,0.024390243902439,0.02564102563833,0,0,0,0,0.0769230769149901,0,0.10256410255332,0.769230769149901,0,0,0.02564102563833
"19","SE","6-7m","2",1,15,59,54,"Underside","3/5/18","6",24,"",52,88.13559322,44.06779661,0.881355932,45,38.13559322,76.27118644,0,0,"","not_measured",NA,0,"",7,5.93220339,"not_measured",0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",7,"","not_measured",NA,"",NA,0,"not_measured",1,0.847457627,"not_measured",1,0.847457627,"not_measured",1,0.847457627,"","not_measured","not_measured",0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,23,19.49152542,"25 previously  because included 1 transluscent sponge that would be ascid, 2 light orange that look like they would have been ascids. Not specific photos so can't check others.","not_measured","not_measured",10,8.474576271,"Previously 7 but I am adding the 1 translucent and 2 light orange that I think were actually ascidians, although no specific photos","not_measured","not_measured",0,0,"",NA,10,"not_measured",8.474576271,11,9.322033898,"10+1 (1 is brown spiky, same as 2 rows down below - check that photo)","not_measured","not_measured",0,0,NA,"",11,"not_measured",9.322033898,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Shelt_Deep",0,0.11864406779661,0,0.0169491525423729,0.0169491525423729,0,0.389830508474576,0.169491525423729,0.186440677966102,0,0,0,0,0,0,0.134615384619749,0,0.0192307692281509,0,0.442307692224778,0.192307692304201,0.211538461532352,0,0,0,0
"20","SE","6-7m","2",2,16,57,57,"Underside","3/5/18","6",24,"",58,101.754386,50.87719298,1.01754386,44,38.59649123,77.19298246,6,5.263157895,"","not_measured","not_measured",0,"",14,12.28070175,"not_measured",0,"","not_measured","not_measured",1,"","not_measured",NA,"",NA,1,0.877192982,"not_measured",1,0.877192982,"not_measured",0,0,NA,0,"","not_measured",14,"","not_measured",NA,"",NA,0,"not_measured",24,21.05263158,"not_measured",21,18.42105263,"not_measured",6,5.263157895,"","not_measured","not_measured",0,0,"not_measured",NA,"",0,0,"","not_measured",NA,5,4.385964912,"not_measured","not_measured","",0,0,"","not_measured",NA,3,2.631578947,"","not_measured","not_measured",10,8.771929825,"10 (includes 8 of the green and orange algae)","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,5,4.385964912,"5 (black and green sponge)","not_measured","not_measured",4,3.50877193,"","not_measured","not_measured",0,0,"",NA,4,"not_measured",3.50877193,4,3.50877193,"4 (3 are the spiky brown). Potentially celloporaria sibogae, look at a higher res image","not_measured","not_measured",0,0,NA,"",4,"not_measured",3.50877193,0,0,"","not_measured",NA,0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Shelt_Deep",0.105263157894737,0.245614035087719,0.0175438596491228,0.368421052631579,0.421052631578947,0.0526315789473684,0.087719298245614,0.0701754385964912,0.0701754385964912,0,0,0,0,0,0.103448275872235,0.241379310270274,0.0172413793022117,0.362068965503686,0.0517241379262901,0.0862068965503686,0.068965517248157,0.068965517248157,0,0,0,0
"21","Lagoon","2-3m","1",1,1,47,45,"Underside","2/5/18","6",24,"",31,65.95744681,32.9787234,0.659574468,31,32.9787234,65.95744681,0,0,"","not_measured",NA,0,"",0,0,NA,0,"","not_measured","not_measured",3,"","not_measured",NA,"",NA,3,3.191489362,"not_measured",3,3.191489362,"not_measured",0,0,NA,0,"","not_measured",0,"","not_measured",NA,"",NA,0,"not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,4,4.255319149,"","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"",NA,0,NA,0,7,7.446808511,"","not_measured","not_measured",0,0,NA,"",7,"not_measured",7.446808511,15,15.95744681,"","not_measured","not_measured",0,0,"","not_measured",NA,NA,"","not_measured",2,2.127659574,"not_measured",0,0,NA,2,2.127659574,"Serpulid","not_measured","not_measured",0,0,NA,2,2.127659574,"not_measured",NA,"","no","Shelt_RF",0,0,0.0638297872340425,0,0,0,0.0851063829787234,0,0.148936170212766,0.319148936170213,0,0,0.0425531914893617,0.0425531914893617,0,0,0.0967741935699064,0,0,0.129032258083101,0,0.225806451653007,0.483870967849532,0,0,0.0645161290263892
"22","Lagoon","2-3m","1",2,2,52,36,"Underside","2/5/18","6",24,"",29,55.76923077,27.88461538,0.557692308,29,27.88461538,55.76923077,0,0,"","not_measured",NA,0,"",0,0,NA,0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",0,"","not_measured",NA,"",NA,0,"not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,5,4.807692308,"","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"",NA,0,NA,0,3,2.884615385,"","not_measured","not_measured",0,0,NA,"",3,"not_measured",2.884615385,20,19.23076923,"","not_measured","not_measured",0,0,"","not_measured",NA,NA,"","not_measured",1,0.961538462,"not_measured",0,0,NA,1,0.961538462,"Serpulid","not_measured","not_measured",0,0,NA,1,0.961538462,"not_measured",NA,"","no","Shelt_RF",0,0,0,0,0,0,0.0961538461538462,0,0.0576923076923077,0.384615384615385,0,0,0.0192307692307692,0.0192307692307692,0,0,0,0,0,0.17241379314302,0,0.103448275892985,0.689655172500357,0,0,0.0344827586429489
"23","Lagoon","2-3m","2",1,3,56,47,"Underside","2/5/18","6",24,"",45,80.35714286,40.17857143,0.803571429,45,40.17857143,80.35714286,0,0,"","not_measured",NA,0,"",0,0,NA,0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",0,"","not_measured",NA,"",NA,0,"not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,6,5.357142857,"2 (grey), 1 (orange), 1 (purple), 2 (unknown)","not_measured","not_measured",1,0.892857143,"White ascidian","not_measured","not_measured",0,0,"",NA,1,"not_measured",0.892857143,7,6.25,"","not_measured","not_measured",0,0,NA,"",7,"not_measured",6.25,31,27.67857143,"","not_measured","not_measured",0,0,"","not_measured",NA,1,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"1 coral 0.9cm but not binding","no","Shelt_RF",0,0,0,0,0,0,0.107142857142857,0.0178571428571429,0.125,0.553571428571429,0,0,0,0,0,0,0,0,0,0.133333333325037,0.0222222222249877,0.155555555550025,0.688888888899951,0,0,0
"24","Lagoon","2-3m","2",2,4,49,46,"Underside","2/5/18","6",24,"",34,69.3877551,34.69387755,0.693877551,34,34.69387755,69.3877551,0,0,"","not_measured",NA,0,"",0,0,NA,0,"","not_measured","not_measured",0,"","not_measured",NA,"",NA,0,0,NA,0,0,NA,0,0,NA,0,"","not_measured",0,"","not_measured",NA,"",NA,0,"not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"not_measured",NA,"",0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,0,0,"","not_measured",NA,7,7.142857143,"1 (dark brown gooey), 2 (orange gooey), 3 (white ascidian or sponge?), 1 (purple, thick sponge?)","not_measured","not_measured",0,0,"","not_measured",NA,0,0,"",NA,0,NA,0,13,13.26530612,"","not_measured","not_measured",0,0,NA,"",13,"not_measured",13.26530612,14,14.28571429,"","not_measured","not_measured",0,0,"","not_measured",NA,NA,"","not_measured",0,0,NA,0,0,NA,0,0,"","not_measured",NA,0,0,NA,0,0,NA,NA,"","no","Shelt_RF",0,0,0,0,0,0,0.142857142857143,0,0.26530612244898,0.285714285714286,0,0,0,0,0,0,0,0,0,0.205882352951349,0,0.382352941117128,0.411764706017993,0,0,0
