aspect,depth,site,grid,grid_unique,rubble_count_start,rubble_count_end,side,date,month,weeks,Notes on state of grid,total_binds,total_binds_per_100_pieces,total_binds_per_50_pieces,total_binds_per_piece,total_binds_no_turf,total_binds_no_turf_per_50_pieces,total_binds_no_turf_bind_width,cyano_mat,cyano_mat_st,Cyanobacterial mat notes,Cyanobacteria average bind length,cyano_mat_bind_width,Cyano_Sponge_Ball-Added-to_cyano,Notes,turf_algae,turf_algae_st,turf_algae_bind_width,Green turf algae,Green turf algae notes,Green_turf_Average bind length,Green_turf_Average bind length_mm,unbroken,CCA Notes,unbroken_cca_bind_width,unbroken_bind_width_mm,Broken CCA,Broken CCA Average length,cca,cca_st,cca_bind_width,cca_minus_HBU,cca_minus_HBU_st,cca_minus_HBU_width,HBU,HBU_st,HBU_bind_width,CCA white,CCA white notes,Average bind length,Red turf algae,Red turf algae notes,Red algae Average bind length,Red algae Average bind length_mm,Red turf and Dictyota combo,,Green algae (think it's the same as the red algae - just colour variations),Average bind length,macroalgae_total_incl_peyson,macroalgae_total_incl_peyson_st,macroalgae_total_incl_peyson_bind_width_mm,macroalgae_total_excl_peyson,macroalgae_total_excl_peyson_st,macroalgae_total_excl_peyson_bind_width_mm,dictyota,dictyota_st,Dictyota notes,Dictyota Average bind length,dictyota_bind_width_mm,tydemania,tydemania_st,Fluffy green ball algae Average bind length,tydemania_bind_width_mm,Fluffy ball notes,padina,padina_st,Padina notes,Average bind length,padina_bind_width_mm,halimeda,halimeda_st,Halimeda Average bind length,halimeda_bind_width_mm,Halimeda notes,lobophora,lobophora_st,Lobophora notes,Lobophora Average bind length,lobophora_bind_width_mm,peysonnalia,peysonnalia_st,Peysonnalia notes,Peysonnalia Average bind length,peysonallia_bind_width_mm,macroalgae_misc,macroalgae_misc_st,Macroalgae other notes,Macroalgae other Average bind length,macroalgae_misc_bind_width_mm,caulerpa,caulerpa_st,Disc macroalgae other notes,Disc macroalgae other Average bind length,caulerpa_bind_width_mm,turbinaria,turbinaria_st,Turbinaria notes,Average length turbinaria,turbinaria_bind_width_mm,ventricaria,ventricaria_st,Sailors eyeball notes,Sailors eyeball avg length,ventricaria_bind_width_mm,sponge_encrust,sponge_encrust_st,Encrusting sponge notes,Sponge Average bind length,sponge_encrust_bind_width_mm,ascidian_colonial,ascidian_colonial_st,Colonial ascidian notes,Colonial ascidian Average bind length,ascidian_colonial_bind_width_mm,ascidian_tunicate,ascidian_tunicate_st,Tunicate Average bind length,ascidian_tunicate_bind_width_mm,ascidian_comb,ascidian_comb_bind_width,ascidian_comb_st,bryozoan_encrust,bryozoan_encrust_st,"Encrusting bryozoan notes (some are broken but will include because if I hadn't jigged them, they wouldn't have broken)",Encrusting bryozoan Average bind length,bryozoan_encrust_bind_width_mm,bryozoan_stalked,bryozoan_stalked_st,bryozoan_stalked_bind_width_mm,Non-encrusting bryozoan notes,bryozoan_comb,bryozoan_comb_bind_width,bryozoan_comb_st,anemone,anemone_st,Anemone notes,Anemone average bind length,anemone_bind_width_mm,coral,coral_st,Coral notes,Coral average bind length,coral_bind_width_mm,Non-binding corals,Non-binding corals notes,Average Non-binding coral length (cm),other_incl_HBU_serpulid,other_incl_HBU_serpulid_st,other_incl_HBU_serpulid_bind_width,other_incl_HBU_excl_serp,other_incl_HBU_excl_serp_st,other_incl_HBU_excl_serp_bind_width,other_incl_serpulid,other_incl_serpulid_st,Other notes,Other Average bind length,other_incl_serpulid_bind_width_mm,other_excl_serpulid,other_excl_serpulid_st,other_excl_serpulid_bind_width_mm,serpulid,serpulid_st,serpulid_bind_width_mm,Suspect CCA - hard bound but cannot see specific CCA bind,Notes,ruined
SE,6-7m,3,1,17,55,52,Topside,24/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,3,2,18,64,52,Topside,24/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,1,1,19,51,45,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,1,2,20,47,40,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,2,1,21,49,41,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,2,2,22,56,47,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,3,1,23,59,32,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,3,2,24,57,40,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,1,1,25,53,54,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,1,2,26,54,51,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,2,1,27,57,49,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,2,2,28,56,51,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,3,1,29,48,48,Topside,28/10/2017,0,0,,0,0,0,0,0,0,0,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,0,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,0,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
